,0
987,382.100006
988,378.100006
989,380.299988
990,381.100006
991,378.5
992,380.0
993,380.600006
994,383.799988
995,379.600006
996,379.5
997,376.5
998,378.0
999,378.299988
1000,383.799988
1001,384.200012
1002,389.899994
1003,395.5
1004,395.5
1005,407.0
1006,418.0
1007,443.700012
1008,401.399994
1009,411.399994
1010,409.0
1011,414.5
1012,421.0
1013,417.899994
1014,418.899994
1015,423.600006
1016,432.200012
1017,431.299988
1018,422.299988
1019,412.299988
1020,418.5
1021,428.5
1022,431.299988
1023,428.0
1024,422.799988
1025,413.899994
1026,409.600006
1027,403.5
1028,407.0
1029,417.0
1030,427.0
1031,442.0
1032,442.0
1033,452.0
1034,450.799988
1035,440.799988
1036,436.299988
1037,435.299988
1038,434.799988
1039,432.100006
1040,440.5
1041,446.299988
1042,455.5
1043,447.5
1044,443.299988
1045,432.0
1046,425.0
1047,427.899994
1048,425.0
1049,400.799988
1050,393.5
1051,363.100006
1052,353.100006
1053,351.299988
1054,347.799988
1055,353.0
1056,347.5
1057,338.600006
1058,338.399994
1059,338.399994
1060,328.399994
1061,336.200012
1062,332.0
1063,332.899994
1064,326.799988
1065,330.5
1066,324.100006
1067,314.200012
1068,310.399994
1069,309.100006
1070,302.899994
1071,300.0
1072,310.0
1073,304.299988
1074,294.299988
1075,304.299988
1076,297.799988
1077,291.5
1078,297.0
1079,303.399994
1080,308.399994
1081,312.5
1082,319.5
1083,308.899994
1084,309.0
1085,299.399994
1086,292.799988
1087,290.100006
1088,302.0
1089,300.700012
1090,300.100006
1091,300.5
1092,300.5
1093,319.700012
1094,331.700012
1095,338.5
1096,334.299988
1097,339.700012
1098,333.399994
1099,327.799988
1100,329.299988
1101,339.5
1102,339.100006
1103,347.200012
1104,347.0
1105,348.399994
1106,338.399994
1107,331.0
1108,325.299988
1109,321.100006
1110,327.799988
1111,330.5
1112,331.399994
1113,330.299988
1114,324.299988
1115,320.299988
1116,328.200012
1117,338.200012
1118,343.299988
1119,344.700012
1120,354.700012
1121,355.700012
1122,353.5
1123,356.399994
1124,356.399994
1125,368.0
1126,360.899994
1127,359.399994
1128,354.399994
1129,361.299988
1130,352.799988
1131,348.899994
1132,350.5
1133,344.5
1134,350.100006
1135,361.700012
1136,371.700012
1137,371.299988
1138,378.200012
1139,375.5
1140,375.299988
1141,368.5
1142,378.5
1143,387.899994
1144,384.299988
1145,394.299988
1146,395.0
1147,405.0
1148,408.299988
1149,401.600006
1150,411.600006
1151,405.5
1152,405.700012
1153,395.700012
1154,385.700012
1155,385.399994
1156,389.5
1157,388.100006
1158,385.0
1159,384.100006
1160,394.100006
1161,404.100006
1162,408.5
1163,418.5
1164,412.700012
1165,400.0
1166,398.299988
1167,407.700012
1168,405.299988
1169,395.0
1170,401.0
1171,395.0
1172,400.0
1173,405.0
1174,408.0
1175,406.200012
1176,410.5
1177,406.600006
1178,396.600006
1179,394.5
1180,393.299988
1181,393.799988
1182,403.700012
1183,397.600006
1184,397.5
1185,400.700012
1186,398.700012
1187,388.700012
1188,388.299988
1189,382.5
1190,386.200012
1191,376.200012
1192,371.5
1193,373.5
1194,383.5
1195,377.299988
1196,377.700012
1197,372.0
1198,370.899994
1199,371.5
1200,362.0
1201,352.0
1202,352.799988
1203,351.0
1204,346.0
1205,351.299988
1206,356.399994
1207,355.200012
1208,344.100006
1209,333.0
1210,332.0
1211,335.299988
1212,336.5
1213,337.899994
1214,339.600006
1215,347.399994
1216,342.5
1217,353.700012
1218,358.100006
1219,361.299988
1220,357.299988
1221,351.299988
1222,357.299988
1223,360.0
1224,357.299988
1225,353.100006
1226,363.100006
1227,369.5
1228,364.100006
1229,360.600006
1230,354.5
1231,356.5
1232,350.799988
1233,347.299988
1234,347.0
1235,341.600006
1236,344.200012
1237,336.600006
1238,337.0
1239,335.299988
1240,337.399994
1241,342.100006
1242,347.899994
1243,337.899994
1244,334.299988
1245,326.100006
1246,319.600006
1247,324.5
1248,321.0
1249,325.299988
1250,330.899994
1251,336.0
1252,333.0
1253,333.799988
1254,336.299988
1255,332.5
1256,333.299988
1257,333.100006
1258,345.299988
1259,355.799988
1260,341.0
1261,331.0
1262,326.200012
1263,322.799988
1264,323.299988
1265,315.5
1266,313.100006
1267,307.700012
1268,312.899994
1269,302.899994
1270,303.700012
1271,293.700012
1272,291.100006
1273,301.100006
1274,296.0
1275,290.700012
1276,298.100006
1277,291.399994
1278,292.700012
1279,282.700012
1280,277.899994
1281,276.600006
1282,278.700012
1283,282.5
1284,275.700012
1285,277.5
1286,279.200012
1287,272.600006
1288,269.5
1289,277.5
1290,287.5
1291,287.0
1292,297.0
1293,318.700012
1294,321.899994
1295,331.799988
1296,309.600006
1297,314.0
1298,318.700012
1299,322.700012
1300,337.0
1301,337.0
1302,334.799988
1303,289.5
1304,292.200012
1305,298.899994
1306,306.0
1307,316.0
1308,326.0
1309,311.0
1310,317.5
1311,307.5
1312,308.299988
1313,304.899994
1314,300.700012
1315,299.299988
1316,289.299988
1317,289.299988
1318,289.799988
1319,286.100006
1320,280.0
1321,283.299988
1322,283.5
1323,281.700012
1324,287.700012
1325,283.5
1326,293.5
1327,295.5
1328,293.5
1329,289.899994
1330,292.799988
1331,294.399994
1332,304.399994
1333,304.899994
1334,310.5
1335,302.899994
1336,299.299988
1337,315.200012
1338,316.399994
1339,314.5
1340,320.0
1341,321.0
1342,317.0
1343,324.100006
1344,316.600006
1345,325.0
1346,342.799988
1347,352.0
1348,349.0
1349,339.0
1350,329.0
1351,323.299988
1352,321.899994
1353,323.5
1354,324.799988
1355,326.5
1356,336.5
1357,339.5
1358,329.5
1359,327.799988
1360,322.799988
1361,323.799988
1362,321.0
1363,327.0
1364,323.799988
1365,330.399994
1366,335.899994
1367,339.5
1368,333.100006
1369,336.700012
1370,346.700012
1371,356.700012
1372,354.200012
1373,364.200012
1374,358.5
1375,362.0
1376,359.0
1377,360.700012
1378,373.899994
1379,372.0
1380,367.399994
1381,362.0
1382,364.200012
1383,355.600006
1384,365.799988
1385,359.799988
1386,369.299988
1387,360.399994
1388,359.299988
1389,363.799988
1390,370.600006
1391,375.299988
1392,365.299988
1393,363.600006
1394,365.5
1395,358.600006
1396,355.799988
1397,364.399994
1398,365.5
1399,361.799988
1400,351.799988
1401,345.0
1402,342.0
1403,340.5
1404,344.0
1405,334.0
1406,334.899994
1407,335.799988
1408,339.700012
1409,335.5
1410,338.200012
1411,338.799988
1412,336.700012
1413,341.0
1414,339.5
1415,330.5
1416,332.200012
1417,338.600006
1418,339.299988
1419,336.5
1420,335.0
1421,329.100006
1422,331.200012
1423,330.399994
1424,331.5
1425,326.600006
1426,325.0
1427,336.299988
1428,326.299988
1429,327.0
1430,324.200012
1431,324.399994
1432,321.200012
1433,324.700012
1434,325.799988
1435,325.5
1436,324.0
1437,322.899994
1438,324.899994
1439,320.100006
1440,326.899994
1441,331.5
1442,325.600006
1443,326.0
1444,322.100006
1445,326.700012
1446,330.100006
1447,334.200012
1448,330.399994
1449,326.0
1450,336.0
1451,338.899994
1452,338.899994
1453,335.100006
1454,337.100006
1455,347.100006
1456,344.0
1457,344.700012
1458,345.399994
1459,336.200012
1460,335.700012
1461,334.0
1462,330.600006
1463,330.5
1464,329.600006
1465,325.700012
1466,324.600006
1467,322.100006
1468,315.0
1469,326.0
1470,323.200012
1471,315.899994
1472,312.700012
1473,314.0
1474,316.899994
1475,311.399994
1476,311.5
1477,307.5
1478,304.600006
1479,301.299988
1480,304.700012
1481,298.5
1482,295.799988
1483,290.399994
1484,294.100006
1485,297.0
1486,296.799988
1487,306.799988
1488,303.299988
1489,298.0
1490,298.0
1491,298.0
1492,292.5
1493,293.0
1494,299.5
1495,302.299988
1496,297.799988
1497,300.5
1498,297.5
1499,288.600006
1500,287.5
1501,294.5
1502,298.399994
1503,303.799988
1504,300.200012
1505,301.0
1506,300.799988
1507,298.399994
1508,287.100006
1509,285.0
1510,280.399994
1511,281.200012
1512,278.899994
1513,280.0
1514,278.299988
1515,273.899994
1516,272.700012
1517,274.100006
1518,275.100006
1519,272.299988
1520,273.0
1521,268.100006
1522,270.5
1523,274.799988
1524,276.899994
1525,278.0
1526,272.100006
1527,264.399994
1528,264.5
1529,265.0
1530,265.899994
1531,265.799988
1532,267.0
1533,277.0
1534,275.0
1535,282.399994
1536,281.299988
1537,276.5
1538,278.0
1539,285.799988
1540,286.200012
1541,283.5
1542,289.5
1543,288.5
1544,283.5
1545,275.700012
1546,278.399994
1547,277.899994
1548,279.700012
1549,275.700012
1550,277.5
1551,275.5
1552,275.899994
1553,262.0
1554,261.200012
1555,257.600006
1556,258.5
1557,258.299988
1558,258.5
1559,258.5
1560,255.5
1561,250.100006
1562,241.5
1563,240.600006
1564,234.5
1565,236.300003
1566,235.600006
1567,234.5
1568,243.899994
1569,253.899994
1570,255.399994
1571,254.800003
1572,257.700012
1573,262.200012
1574,260.5
1575,252.300003
1576,247.0
1577,247.0
1578,243.399994
1579,245.800003
1580,245.800003
1581,242.699997
1582,243.0
1583,245.199997
1584,252.199997
1585,243.899994
1586,239.199997
1587,237.600006
1588,238.899994
1589,242.300003
1590,236.5
1591,233.399994
1592,233.5
1593,233.899994
1594,233.100006
1595,233.5
1596,249.0
1597,268.5
1598,259.899994
1599,261.700012
1600,262.299988
1601,260.200012
1602,264.0
1603,264.5
1604,263.5
1605,266.600006
1606,263.600006
1607,264.299988
1608,259.399994
1609,253.100006
1610,255.100006
1611,261.799988
1612,261.799988
1613,264.899994
1614,264.200012
1615,264.799988
1616,264.399994
1617,261.0
1618,259.399994
1619,259.600006
1620,268.700012
1621,267.5
1622,270.200012
1623,270.200012
1624,268.299988
1625,268.0
1626,268.0
1627,268.799988
1628,267.0
1629,275.600006
1630,277.200012
1631,272.100006
1632,268.600006
1633,262.5
1634,257.5
1635,272.100006
1636,272.0
1637,272.299988
1638,263.899994
1639,261.600006
1640,260.399994
1641,257.200012
1642,260.0
1643,256.5
1644,256.299988
1645,259.299988
1646,251.699997
1647,255.699997
1648,254.699997
1649,257.200012
1650,257.0
1651,263.200012
1652,262.600006
1653,267.899994
1654,265.200012
1655,266.399994
1656,269.399994
1657,273.600006
1658,267.200012
1659,267.600006
1660,268.5
1661,269.5
1662,271.399994
1663,261.799988
1664,252.600006
1665,253.300003
1666,248.800003
1667,249.399994
1668,246.0
1669,245.199997
1670,246.100006
1671,245.0
1672,240.0
1673,241.899994
1674,237.5
1675,238.0
1676,230.5
1677,248.800003
1678,243.600006
1679,243.100006
1680,244.199997
1681,246.199997
1682,246.199997
1683,242.600006
1684,242.0
1685,241.800003
1686,241.199997
1687,240.5
1688,249.300003
1689,252.800003
1690,251.399994
1691,255.699997
1692,257.899994
1693,255.199997
1694,249.5
1695,248.800003
1696,250.699997
1697,249.5
1698,243.5
1699,242.600006
1700,240.5
1701,241.199997
1702,238.300003
1703,235.100006
1704,236.5
1705,239.0
1706,238.399994
1707,232.199997
1708,230.199997
1709,228.199997
1710,230.399994
1711,230.5
1712,229.899994
1713,229.899994
1714,228.100006
1715,227.600006
1716,233.300003
1717,230.100006
1718,240.0
1719,255.0
1720,263.0
1721,260.5
1722,259.100006
1723,269.100006
1724,267.299988
1725,266.200012
1726,276.200012
1727,286.200012
1728,277.5
1729,277.799988
1730,277.700012
1731,285.0
1732,275.0
1733,280.0
1734,279.200012
1735,281.600006
1736,283.5
1737,282.399994
1738,291.0
1739,296.600006
1740,298.299988
1741,290.0
1742,290.100006
1743,281.100006
1744,283.399994
1745,283.700012
1746,283.899994
1747,278.799988
1748,280.5
1749,280.5
1750,279.799988
1751,277.399994
1752,284.600006
1753,288.5
1754,282.5
1755,277.100006
1756,274.100006
1757,276.0
1758,279.799988
1759,309.200012
1760,299.600006
1761,293.399994
1762,293.5
1763,291.299988
1764,293.5
1765,290.299988
1766,286.799988
1767,283.399994
1768,282.0
1769,276.5
1770,279.5
1771,274.5
1772,282.200012
1773,280.899994
1774,272.899994
1775,274.0
1776,278.200012
1777,280.100006
1778,281.899994
1779,285.799988
1780,284.5
1781,274.5
1782,278.200012
1783,274.899994
1784,274.399994
1785,265.5
1786,262.5
1787,263.5
1788,260.299988
1789,257.799988
1790,259.899994
1791,259.700012
1792,261.0
