epoch,loss,lr,mean_absolute_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_root_mean_squared_error
0,0.06132622748244289,0.001,0.22246833,0.24764132,0.012135021388530731,0.09793877,0.11015908
1,0.013150257920563775,0.001,0.09499651,0.114674576,0.018200451508164406,0.12888929,0.13490905
2,0.010330595455244876,0.001,0.08579744,0.10163954,0.0025040595792233944,0.041698307,0.05004058
3,0.00791276302534637,0.001,0.073797084,0.08895371,0.004521967843174934,0.054625884,0.06724558
4,0.008399678629191575,0.001,0.07614626,0.091649756,0.0019690259359776974,0.037610333,0.044373706
5,0.004638566828733627,0.001,0.055722725,0.068107024,0.0051874215714633465,0.061094213,0.07202376
6,0.00589271381226348,0.001,0.061447356,0.07676402,0.004068420268595219,0.053198576,0.06378417
7,0.004248138823497452,0.001,0.052244842,0.065177746,0.0017461623065173626,0.03505707,0.041787107
8,0.003995409314650408,0.001,0.052296795,0.06320925,0.001791049842722714,0.035708487,0.042320795
9,0.0036533079621880876,0.001,0.049892932,0.0604426,0.0016119068022817373,0.033101227,0.04014856
10,0.002608722323788209,0.001,0.04043823,0.051075652,0.002587025985121727,0.04181403,0.050862815
11,0.0025942588899711336,0.001,0.039418574,0.050933868,0.0016057179309427738,0.03309179,0.04007141
12,0.0019512994397985215,0.001,0.034443192,0.044173516,0.0014499310636892915,0.031237962,0.03807796
13,0.0021132050898796865,0.001,0.03652151,0.04596961,0.0014045166317373514,0.030853191,0.037476882
14,0.001893074356953703,0.001,0.033051915,0.043509476,0.0016660467954352498,0.033737753,0.040817235
15,0.0020127824173184925,0.001,0.034017462,0.044864044,0.001432449440471828,0.030967437,0.037847713
16,0.0019136014835614908,0.001,0.0337984,0.04374473,0.0014058015076443553,0.030610448,0.03749402
17,0.0018555309058342925,0.001,0.03322786,0.043075874,0.0014380592620000243,0.03128643,0.037921753
18,0.0017883048937785736,0.001,0.03212381,0.042288356,0.0013634623028337955,0.03049213,0.03692509
19,0.0017486955006765462,0.001,0.032215197,0.041817408,0.0013091388391330838,0.029893328,0.036182024
20,0.001735576126802332,0.001,0.03226631,0.041660246,0.0013505053939297795,0.030500479,0.03674922
21,0.001718504519069181,0.001,0.031842254,0.041454848,0.001356581225991249,0.030603025,0.036831796
22,0.001709802647844972,0.001,0.03190235,0.04134976,0.001287763356231153,0.029755073,0.03588542
23,0.0016845589148272808,0.001,0.031778812,0.04104338,0.001305051613599062,0.029967457,0.0361255
24,0.0016661634799900347,0.001,0.03137985,0.040818665,0.0012952563120052218,0.029813616,0.03598967
25,0.0016411249734888044,0.001,0.031248616,0.0405108,0.001252386369742453,0.029158475,0.035389073
26,0.0016273575998560148,0.001,0.031175183,0.04034052,0.001273010391741991,0.029487217,0.03567927
27,0.001608307604553991,0.001,0.030826345,0.04010371,0.0012479312717914581,0.029098336,0.03532607
28,0.0015916970649290103,0.001,0.030776639,0.03989608,0.0012265162076801062,0.028762875,0.035021655
29,0.001575434447090277,0.001,0.030632144,0.039691746,0.0012365104630589485,0.029065112,0.03516405
30,0.0015607568602605316,0.001,0.030396052,0.039506417,0.001217855722643435,0.028858716,0.03489779
31,0.0015417363328121072,0.001,0.03031717,0.03926495,0.0011981748975813389,0.028617354,0.034614664
32,0.001524166596891941,0.001,0.030166537,0.039040577,0.0011889454908668995,0.028561864,0.03448109
33,0.0015062796940952079,0.001,0.030075219,0.03881082,0.0011609169887378812,0.028088382,0.03407223
34,0.0014945108514861564,0.001,0.029933238,0.038658902,0.0011686438228935003,0.028361578,0.034185432
35,0.0014728553317077803,0.001,0.029679907,0.0383778,0.001141801942139864,0.027899174,0.03379056
36,0.0014590213728359331,0.001,0.029632028,0.038197137,0.0011378570925444365,0.027925847,0.03373214
37,0.0014432801720152837,0.001,0.029366951,0.03799053,0.0011335392482578754,0.027952628,0.033668075
38,0.0014216689239385835,0.001,0.029230118,0.037705027,0.00109639682341367,0.027221052,0.033111885
39,0.0014058971527427574,0.001,0.029112931,0.037495296,0.0011205022456124425,0.02792142,0.033473905
40,0.0013915145936949703,0.001,0.028892115,0.03730301,0.0010718211997300386,0.026966795,0.032738682
41,0.0013788428543937096,0.001,0.028872244,0.037132774,0.0010784718906506896,0.027345132,0.032840095
42,0.0013809230855461384,0.001,0.028830376,0.037160773,0.001047316356562078,0.02674425,0.032362267
43,0.0013796275491673418,0.001,0.028967747,0.03714334,0.0010639663087204099,0.027298769,0.032618497
44,0.0013593839097266365,0.001,0.028560279,0.036869824,0.0010414464632049203,0.026890498,0.03227145
45,0.0013229133631174825,0.001,0.028284537,0.036371876,0.00102336541749537,0.026520628,0.031990085
46,0.0013194428709978612,0.001,0.028239578,0.036324136,0.0010260846465826035,0.026721492,0.032032557
47,0.0013008277629712602,0.001,0.028010955,0.03606699,0.0010135227348655462,0.02654757,0.031835873
48,0.0012903813230906015,0.001,0.027933791,0.03592188,0.0010045139351859689,0.02644694,0.03169407
49,0.0012832661790069734,0.001,0.027895283,0.035822704,0.0010087087284773588,0.026693994,0.031760175
50,0.0012687645984479103,0.001,0.027692659,0.035619725,0.000991874490864575,0.026406331,0.03149404
51,0.001263900397232973,0.001,0.027665567,0.035551377,0.0009915835689753294,0.02652611,0.03148942
52,0.0012583509192084057,0.001,0.027607026,0.03547324,0.0010136478813365102,0.027003648,0.031837836
53,0.0012526415723113592,0.001,0.02753451,0.035392676,0.0009679464274086058,0.025859114,0.031111838
54,0.0012473220905957992,0.001,0.027398376,0.035317447,0.0010911955032497644,0.02813529,0.033033248
