epoch,loss,lr,mean_absolute_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_root_mean_squared_error
0,0.10351323352652946,0.001,0.28121355,0.32173473,0.31718841195106506,0.54663783,0.5631948
1,0.05372487938822482,0.001,0.18683842,0.23178628,0.08093658834695816,0.25623363,0.28449357
2,0.017959149001365565,0.001,0.108064964,0.13401175,0.018077120184898376,0.101577915,0.13445118
3,0.0249325222023886,0.001,0.13744117,0.15790036,0.042368341237306595,0.18028477,0.20583571
4,0.012690365610277693,0.001,0.09080399,0.11265152,0.10810300707817078,0.30450264,0.32879022
5,0.018321729381970624,0.001,0.10272437,0.13535778,0.11962124705314636,0.32293484,0.34586304
6,0.018300043884128914,0.001,0.10275071,0.13527766,0.086343914270401,0.26746738,0.29384336
7,0.013595430270454689,0.001,0.09180946,0.11659944,0.04409176856279373,0.18364324,0.2099804
8,0.011615614800084858,0.001,0.089920714,0.10777576,0.022452685981988907,0.12971418,0.1498422
9,0.01370929499232865,0.001,0.10034198,0.1170867,0.021630795672535896,0.12718904,0.14707412
10,0.012227373920012398,0.001,0.094073504,0.11057746,0.03413465991616249,0.16120048,0.18475568
11,0.010294255733027008,0.001,0.08333962,0.10146061,0.0503227636218071,0.19808167,0.22432736
12,0.010694090608117289,0.001,0.08128082,0.10341224,0.05369515344500542,0.20544451,0.23172215
13,0.010782153885790133,0.001,0.08070502,0.103837155,0.04086707532405853,0.17831402,0.20215607
14,0.009370950963755403,0.001,0.07673743,0.09680367,0.022407786920666695,0.1296572,0.14969231
15,0.008599271181160616,0.001,0.07648585,0.09273226,0.013792059384286404,0.09805872,0.1174396
16,0.00894726064887811,0.001,0.07923098,0.09458996,0.013271413743495941,0.09619015,0.11520162
17,0.008209985961668168,0.001,0.07517416,0.09060897,0.016076896339654922,0.10655762,0.1267947
18,0.007753849034363745,0.001,0.07046468,0.088055946,0.01895899698138237,0.11720821,0.13769168
19,0.008029924714198321,0.001,0.07016573,0.08960985,0.015721267089247704,0.10516319,0.12538448
20,0.007568309061074902,0.001,0.06886148,0.08699603,0.01244109682738781,0.09133437,0.11153966
21,0.0074558417694332345,0.001,0.070375696,0.086347215,0.013406067155301571,0.090509266,0.11578457
22,0.007662871703548384,0.001,0.07178388,0.08753783,0.012102801352739334,0.0888277,0.11001273
23,0.007281432847810697,0.001,0.06917516,0.08533131,0.013182646594941616,0.09566175,0.114815705
24,0.007273552251788943,0.001,0.06776605,0.08528512,0.013145009987056255,0.095492475,0.11465169
25,0.007013690457502498,0.001,0.06705607,0.08374778,0.011325185187160969,0.08723126,0.106419854
26,0.006891559538837647,0.001,0.06804373,0.08301542,0.010732474736869335,0.08361659,0.103597656
27,0.006803744191773262,0.001,0.06794543,0.08248481,0.011406797915697098,0.08770723,0.10680261
28,0.006540684483868206,0.001,0.06596578,0.0808745,0.013372358866035938,0.096263185,0.11563892
29,0.006482050439044919,0.001,0.06504906,0.08051118,0.013014454394578934,0.094834246,0.11408091
30,0.0063520926136579215,0.001,0.064874634,0.079700015,0.011238759383559227,0.08701661,0.106013015
31,0.006214926310282274,0.001,0.0648361,0.0788348,0.01086345687508583,0.08531324,0.10422791
32,0.006109067043278825,0.001,0.064360395,0.078160524,0.011534717865288258,0.08856531,0.10739981
33,0.005994113634251512,0.001,0.0633806,0.07742166,0.012664202600717545,0.093463145,0.11253534
34,0.005894734413803515,0.001,0.06257551,0.076777175,0.011218195781111717,0.08709831,0.105915986
35,0.005751653130180165,0.001,0.062286343,0.07583965,0.009727772325277328,0.08002137,0.09862947
36,0.0056764037210078454,0.001,0.06216542,0.07534191,0.010089879855513573,0.081638284,0.10044839
37,0.005579514310548405,0.001,0.06135601,0.074696146,0.011055068112909794,0.08629756,0.105143085
38,0.005477993391664276,0.001,0.06080666,0.074013464,0.010241073556244373,0.08254805,0.10119819
39,0.005404932367089188,0.001,0.060517065,0.07351824,0.010571109130978584,0.084133506,0.102815896
40,0.005325470528039134,0.001,0.06021291,0.07297582,0.010327516123652458,0.08328853,0.101624385
41,0.005249234589440502,0.001,0.05972246,0.07245161,0.0120965875685215,0.09245891,0.10998449
42,0.0052046717521793484,0.001,0.059199303,0.07214341,0.011702243238687515,0.090924494,0.10817691
43,0.005135230358874359,0.001,0.059043005,0.07166052,0.010702229104936123,0.08625673,0.10345158
44,0.005125363506333875,0.001,0.05900562,0.071591645,0.012053372338414192,0.09302549,0.10978785
45,0.005042762928551237,0.001,0.058519308,0.071012415,0.012371033430099487,0.09454187,0.11122515
46,0.004987690675472123,0.001,0.058103297,0.070623584,0.013202100060880184,0.09827426,0.114900395
47,0.004939953300360294,0.001,0.05768669,0.0702848,0.011882541701197624,0.09223607,0.109007075
48,0.004879839484707395,0.001,0.057583965,0.06985585,0.010666864924132824,0.08629523,0.103280514
49,0.004831197753042771,0.001,0.05736316,0.06950682,0.012018470093607903,0.09270349,0.10962878
50,0.004781536805637447,0.001,0.056950092,0.06914866,0.011581114493310452,0.090566106,0.10761559
51,0.00471908614570993,0.001,0.05656114,0.068695605,0.011288071051239967,0.089090124,0.10624533
52,0.004664437304131935,0.001,0.0562985,0.068296686,0.009622660465538502,0.08091702,0.09809516
53,0.004630797112337019,0.001,0.056350138,0.06804996,0.010113892145454884,0.083266854,0.10056785
54,0.004612787327674508,0.001,0.056112636,0.0679175,0.011447696946561337,0.0896069,0.10699391
55,0.004540107964234741,0.001,0.05570522,0.067380324,0.009179971180856228,0.07877742,0.095812164
56,0.004486382957676509,0.001,0.05547096,0.066980466,0.010848638601601124,0.086766325,0.1041568
